Marque,Modéle,Année-Modele,Kilométrage,Type de carburant,Puissance fiscale,Boite de vitesses,Nombre de portes,Origine,Premiére main,état,Airbags,Climatisation,ABS,ESP,CD/MP3/Bluetooth,Prix
renault,kangoo,2009,7500,diesel,6,manuelle,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,68000
fiat,fiorino,2019,32500,diesel,6,manuelle,5.0,ww au maroc,non,excellent,True,True,True,True,True,96000
toyota,avensis,2004,225000,diesel,8,manuelle,5.0,dédouanée,non spécifié,excellent,False,False,False,False,False,70000
citroen,c3,2019,32500,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,False,False,False,False,False,130000
toyota,avensis,2004,22500,diesel,8,manuelle,5.0,dédouanée,oui,excellent,False,False,False,False,False,70000
toyota,avensis,2004,22500,diesel,8,manuelle,5.0,dédouanée,oui,excellent,False,False,False,False,False,70000
volkswagen,touareg,2009,225000,diesel,10,automatique,5.0,ww au maroc,non,trés bon,False,False,False,False,False,96000
dacia,logan,2018,92500,diesel,6,manuelle,5.0,ww au maroc,oui,trés bon,True,True,False,False,False,85000
citroen,c4,2005,22500,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,False,False,False,False,False,65000
volkswagen,touareg,2009,225000,diesel,10,automatique,5.0,ww au maroc,non spécifié,non spécifié,False,False,False,False,False,99000
peugeot,2008,2017,145000,diesel,6,manuelle,5.0,ww au maroc,non,excellent,True,True,True,True,True,136000
dacia,dokker,2013,165000,diesel,6,manuelle,3.0,ww au maroc,non,excellent,True,False,False,False,True,85000
volkswagen,touareg,2009,225000,diesel,10,automatique,5.0,ww au maroc,non,trés bon,False,False,False,False,False,96000
renault,kangoo,2010,195000,diesel,6,manuelle,5.0,ww au maroc,oui,bon,False,False,False,False,False,66000
alfa romeo,giulietta,2015,115000,diesel,8,automatique,5.0,ww au maroc,oui,excellent,True,True,True,True,True,148000
renault,symbol,2011,225000,essence,7,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,False,False,60000
chevrolet,captiva,2008,145000,diesel,8,manuelle,5.0,non spécifié,non,bon,True,True,False,False,True,85000
volkswagen,touran,2014,145000,diesel,6,manuelle,5.0,dédouanée,non,excellent,False,False,False,False,False,197000
ford,focus,2017,37500,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,False,False,155000
dacia,logan,2008,2500,diesel,6,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,60000
dacia,duster,2011,125000,diesel,5,manuelle,5.0,ww au maroc,non spécifié,excellent,True,True,True,False,True,95000
mercedes-benz,250,1997,22500,diesel,10,manuelle,5.0,dédouanée,non,excellent,True,True,True,True,True,69000
skoda,octavia,2013,2500,diesel,8,manuelle,5.0,ww au maroc,non,excellent,True,True,True,True,True,115000
dacia,duster,2012,145000,diesel,7,manuelle,5.0,ww au maroc,oui,trés bon,True,False,True,False,True,93000
skoda,fabia,2008,17500,diesel,6,manuelle,5.0,dédouanée,non,excellent,False,False,False,False,False,78000
bmw,serie 5,2011,145000,essence,13,automatique,5.0,ww au maroc,non,excellent,True,True,True,True,True,165000
dacia,sandero,2017,87500,diesel,6,manuelle,5.0,ww au maroc,oui,trés bon,False,False,False,False,False,100000
jeep,cherokee,2007,225000,diesel,11,--,5.0,non spécifié,non spécifié,non spécifié,True,True,True,True,True,80000
citroen,berlingo,2004,27500,diesel,7,manuelle,5.0,non spécifié,non,non spécifié,False,False,False,False,False,65000
opel,meriva,2007,225000,diesel,5,manuelle,5.0,ww au maroc,non,excellent,True,True,True,False,True,62000
fiat,fiorino,2018,97500,diesel,5,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,92000
citroen,berlingo,2011,17500,diesel,7,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,60000
citroen,berlingo,2004,32500,diesel,7,manuelle,5.0,ww au maroc,non,non spécifié,True,True,False,False,False,65000
renault,kangoo,2010,185000,diesel,6,manuelle,5.0,ww au maroc,non,excellent,True,True,False,False,True,80000
citroen,berlingo,2004,27500,diesel,7,manuelle,5.0,ww au maroc,non,non spécifié,False,False,False,False,False,65000
land rover,freelander,2012,165000,diesel,9,automatique,5.0,ww au maroc,oui,excellent,True,True,True,True,True,135000
renault,fluence,2015,92500,diesel,6,automatique,5.0,ww au maroc,non,excellent,True,True,True,True,True,115000
renault,clio,2008,82500,essence,7,manuelle,5.0,ww au maroc,oui,excellent,True,True,True,True,True,62000
volkswagen,golf 4,2001,2500,essence,8,manuelle,5.0,ww au maroc,non,excellent,False,True,False,False,False,60000
mercedes-benz,220,2000,105000,diesel,8,manuelle,5.0,dédouanée,non,bon,True,True,True,True,False,75000
dacia,dokker,2018,105000,diesel,6,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,110000
renault,kangoo,2011,195000,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,False,True,79000
citroen,berlingo,2009,325000,diesel,7,manuelle,3.0,non spécifié,non,trés bon,False,False,False,False,False,63000
renault,kangoo,2010,225000,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,True,False,True,False,True,73000
fiat,doblo,2015,2500,diesel,6,manuelle,5.0,ww au maroc,oui,bon,True,False,True,False,True,75000
citroen,c4,2012,115000,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,False,False,False,False,False,103000
peugeot,partner,2010,175000,diesel,6,manuelle,5.0,ww au maroc,non,non spécifié,False,False,False,False,False,78000
ford,c-max,2012,145000,diesel,6,manuelle,5.0,ww au maroc,non,excellent,True,True,True,True,True,114000
toyota,corolla,2014,115000,diesel,5,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,False,True,120000
volkswagen,jetta,2016,82500,diesel,6,automatique,5.0,ww au maroc,non,excellent,True,True,True,True,True,162000
ford,kuga,2015,17500,diesel,8,manuelle,5.0,ww au maroc,oui,trés bon,False,False,False,False,False,155000
dacia,logan,2014,195000,diesel,6,manuelle,5.0,non spécifié,non spécifié,trés bon,False,False,False,False,False,68000
dacia,sandero,2013,22500,diesel,6,manuelle,5.0,non spécifié,non spécifié,bon,False,False,False,False,False,68000
audi,a5,2009,165000,diesel,12,automatique,3.0,non spécifié,non spécifié,trés bon,True,True,True,True,True,145000
dacia,dokker,2018,87500,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,True,False,False,False,True,115000
hyundai,i 10,2020,17500,essence,6,automatique,5.0,ww au maroc,non,excellent,False,False,False,False,False,109000
dacia,sandero,2017,32500,diesel,7,manuelle,5.0,ww au maroc,oui,non spécifié,True,True,False,False,True,113000
volkswagen,golf 4,2000,375000,diesel,8,manuelle,5.0,dédouanée,non,trés bon,True,True,False,False,True,75000
audi,q5,2010,325000,diesel,8,automatique,5.0,dédouanée,non,excellent,True,True,True,True,True,170000
hyundai,ix 35,2014,145000,diesel,7,manuelle,5.0,ww au maroc,oui,trés bon,True,True,True,True,True,175000
volkswagen,golf 4,1999,275000,diesel,8,manuelle,5.0,dédouanée,non,trés bon,True,True,True,True,True,62000
volkswagen,caddy,2018,72500,diesel,8,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,200000
mercedes-benz,vito,1999,225000,diesel,9,manuelle,5.0,ww au maroc,non,bon,False,False,False,False,True,65000
dacia,logan,2014,2500,diesel,6,manuelle,5.0,non spécifié,oui,excellent,False,False,False,False,False,65000
peugeot,407,2008,125000,diesel,8,manuelle,5.0,ww au maroc,non,excellent,True,True,True,True,True,78000
skoda,octavia,2010,12500,diesel,7,manuelle,5.0,ww au maroc,oui,non spécifié,True,True,True,True,False,83000
dacia,duster,2016,17500,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,True,False,False,False,False,120000
hyundai,tucson,2006,155000,diesel,10,manuelle,5.0,ww au maroc,oui,trés bon,False,False,False,False,False,68000
alfa romeo,147,2010,155000,diesel,8,manuelle,5.0,importée neuve,non,excellent,True,True,False,False,False,60000
peugeot,508,2011,175000,diesel,9,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,129000
fiat,doblo,2014,155000,diesel,5,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,68000
kia,sorento,2008,37500,diesel,10,manuelle,5.0,ww au maroc,non,bon,False,False,False,False,False,62000
renault,kangoo,2009,27500,diesel,7,manuelle,5.0,non spécifié,non spécifié,trés bon,False,False,False,False,False,75000
dacia,sandero,2018,67500,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,True,True,False,False,True,110000
citroen,berlingo,2011,7500,diesel,7,manuelle,5.0,ww au maroc,oui,excellent,False,True,False,False,True,65000
volkswagen,golf 5,2007,225000,diesel,8,manuelle,5.0,dédouanée,non spécifié,trés bon,True,True,False,False,False,79000
kia,carens,2011,275000,diesel,8,manuelle,5.0,ww au maroc,non,excellent,True,True,False,True,True,73000
renault,captur,2015,72500,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,False,False,False,False,False,130000
renault,kangoo,2010,225000,diesel,6,manuelle,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,73000
peugeot,207,2007,225000,diesel,6,manuelle,5.0,ww au maroc,non,non spécifié,False,False,False,False,False,70000
citroen,berlingo,2004,17500,diesel,7,manuelle,5.0,importée neuve,non,trés bon,True,False,True,False,True,65000
peugeot,108,2018,22500,essence,6,manuelle,5.0,ww au maroc,oui,excellent,True,True,True,False,True,93000
dacia,dokker,2014,135000,diesel,7,manuelle,5.0,ww au maroc,non,bon,True,True,False,False,True,93000
volkswagen,passat,2008,325000,diesel,8,manuelle,5.0,non spécifié,non spécifié,non spécifié,True,True,True,True,False,87000
volkswagen,polo,2017,52500,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,True,True,False,False,True,120000
ford,fiesta,2013,7500,diesel,6,manuelle,5.0,ww au maroc,oui,trés bon,True,True,True,False,True,110000
kia,sorento,2008,82500,diesel,10,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,True,False,62000
toyota,rav 4,2009,275000,diesel,9,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,True,True,115000
suzuki,carry,2007,105000,essence,6,manuelle,3.0,ww au maroc,non,trés bon,False,False,False,False,False,75000
dacia,logan,2015,135000,diesel,6,manuelle,5.0,non spécifié,oui,excellent,False,True,False,False,False,75000
volkswagen,touareg,2008,2500,diesel,12,automatique,5.0,ww au maroc,non spécifié,excellent,True,True,True,True,True,100000
volkswagen,golf 5,2006,7500,diesel,8,automatique,5.0,dédouanée,non spécifié,non spécifié,False,False,False,False,False,85000
dacia,logan,2016,125000,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,False,True,True,False,False,86500
dacia,sandero,2020,12500,diesel,6,manuelle,5.0,non spécifié,non,excellent,False,False,False,False,False,112000
fiat,doblo,2016,125000,diesel,5,manuelle,5.0,ww au maroc,non,non spécifié,True,True,True,True,True,85000
renault,scenic,2006,17500,diesel,6,manuelle,5.0,non spécifié,non spécifié,trés bon,True,True,False,False,False,61000
ford,fiesta,2015,47500,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,True,True,True,False,True,115000
kia,carens,2011,17500,diesel,8,manuelle,5.0,non spécifié,non,trés bon,False,True,True,False,True,90000
bmw,serie 3,2014,87500,diesel,8,automatique,5.0,ww au maroc,oui,excellent,False,False,False,False,False,200000
volkswagen,golf 7,2015,165000,diesel,6,manuelle,5.0,dédouanée,oui,excellent,True,True,True,False,True,170000
mercedes-benz,220,1999,275000,diesel,9,automatique,5.0,dédouanée,non,excellent,True,True,False,True,True,97000
dacia,duster,2019,22500,diesel,6,manuelle,5.0,dédouanée,oui,trés bon,True,True,True,False,True,154000
kia,rio,2008,165000,diesel,6,--,5.0,non spécifié,non,non spécifié,False,False,False,False,False,65000
peugeot,partner,2014,175000,diesel,6,manuelle,5.0,ww au maroc,oui,trés bon,False,False,False,False,False,100000
hyundai,i 10,2012,77500,essence,6,manuelle,5.0,ww au maroc,oui,trés bon,False,False,False,False,False,70000
hyundai,tucson,2008,165000,diesel,8,manuelle,5.0,ww au maroc,oui,trés bon,True,True,False,False,False,87000
volkswagen,polo,2014,135000,diesel,5,manuelle,5.0,ww au maroc,oui,trés bon,True,True,True,False,False,98000
renault,clio,2014,195000,essence,7,manuelle,5.0,ww au maroc,non,trés bon,True,True,False,False,True,65000
renault,kangoo,2011,275000,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,True,False,False,False,False,82000
opel,astra,2014,155000,diesel,7,manuelle,5.0,ww au maroc,non,trés bon,False,False,False,False,False,130000
peugeot,407,2005,325000,diesel,8,manuelle,5.0,ww au maroc,non,excellent,True,True,True,True,True,70000
bmw,serie 3,2005,225000,essence,11,automatique,5.0,ww au maroc,non,bon,True,True,True,True,True,60000
fiat,doblo,2016,195000,diesel,6,manuelle,5.0,ww au maroc,oui,trés bon,True,True,True,True,False,80000
dacia,duster,2017,105000,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,True,True,False,False,False,130000
volkswagen,bora,2002,7500,diesel,7,manuelle,5.0,dédouanée,non,trés bon,True,True,True,False,False,60000
opel,insignia,2010,325000,diesel,8,manuelle,5.0,ww au maroc,oui,trés bon,False,False,False,False,False,80000
renault,clio,2012,165000,essence,7,manuelle,5.0,ww au maroc,non,trés bon,False,False,False,False,False,60000
dacia,logan,2017,105000,diesel,6,manuelle,5.0,ww au maroc,non,excellent,True,True,True,True,True,94000
nissan,280,2014,2500,diesel,6,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,140500
hyundai,accent,2011,7500,diesel,6,manuelle,5.0,ww au maroc,non,excellent,True,True,False,True,True,85000
renault,clio,2018,42500,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,True,True,True,True,True,127000
volkswagen,passat cc,2015,135000,diesel,8,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,135000
dacia,sandero,2010,275000,diesel,6,manuelle,5.0,dédouanée,non,bon,False,True,False,False,False,62000
fiat,punto,2012,125000,essence,7,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,65000
kia,carens,2008,2500,diesel,8,manuelle,5.0,ww au maroc,non spécifié,bon,True,True,True,False,True,68000
volkswagen,caddy,2016,225000,diesel,6,manuelle,5.0,non spécifié,oui,excellent,False,False,False,False,False,115000
volkswagen,golf 4,2001,325000,diesel,8,manuelle,5.0,dédouanée,non,trés bon,True,True,True,True,True,66000
fiat,doblo,2017,47500,diesel,5,manuelle,5.0,ww au maroc,oui,trés bon,True,False,False,False,True,100000
kia,sorento,2011,375000,diesel,9,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,True,True,115000
ford,fiesta,2017,47500,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,False,True,False,False,True,110000
dacia,logan,2018,72500,diesel,6,manuelle,5.0,ww au maroc,oui,non spécifié,False,False,False,False,False,105000
volkswagen,caddy,2016,225000,diesel,6,manuelle,5.0,non spécifié,oui,excellent,False,False,False,False,False,115000
dacia,sandero,2015,87500,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,True,True,False,False,True,100000
skoda,octavia,2014,155000,diesel,8,automatique,5.0,ww au maroc,non spécifié,excellent,False,False,False,False,False,155000
renault,kangoo,2006,425000,diesel,7,manuelle,5.0,ww au maroc,non,trés bon,False,False,False,False,True,60000
ford,transit,2012,7500,diesel,9,manuelle,5.0,ww au maroc,oui,excellent,False,False,False,False,False,122000
hyundai,santa fe,2009,225000,diesel,9,manuelle,5.0,ww au maroc,non,bon,True,True,False,False,True,93000
toyota,rav 4,2016,57500,diesel,8,manuelle,5.0,ww au maroc,oui,excellent,True,True,True,True,True,180000
toyota,hilux,2003,275000,diesel,10,manuelle,3.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,110000
dacia,duster,2014,105000,diesel,6,manuelle,5.0,ww au maroc,oui,trés bon,True,True,False,False,False,120000
volkswagen,caddy,2013,135000,diesel,6,manuelle,5.0,ww au maroc,non,bon,False,False,False,False,False,125000
mercedes-benz,classe c,2005,62500,essence,8,manuelle,5.0,dédouanée,oui,bon,True,True,True,False,True,100000
renault,kangoo,2008,325000,diesel,7,manuelle,3.0,ww au maroc,non spécifié,excellent,False,False,False,False,False,75000
seat,leon,2018,37500,diesel,8,--,5.0,non spécifié,oui,excellent,False,False,False,False,False,215000
volkswagen,caddy,2011,155000,diesel,6,manuelle,3.0,ww au maroc,non,excellent,True,True,True,False,False,105000
renault,kangoo,2010,225000,diesel,5,manuelle,5.0,ww au maroc,non,excellent,False,False,False,False,False,92000
nissan,x-trail,2019,12500,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,True,True,True,False,True,200000
toyota,corolla,2010,155000,diesel,5,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,False,True,105000
renault,megane,2006,175000,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,True,False,68000
renault,clio,2010,77500,essence,7,manuelle,5.0,dédouanée,non,bon,False,False,False,False,False,60000
skoda,superb,2013,155000,diesel,8,manuelle,5.0,ww au maroc,non spécifié,excellent,True,True,True,True,True,127000
dacia,logan,2015,165000,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,True,True,False,False,True,82000
dacia,logan,2016,135000,diesel,6,manuelle,5.0,non spécifié,non spécifié,excellent,True,True,True,True,True,88000
dacia,logan,2011,165000,diesel,6,manuelle,5.0,non spécifié,non spécifié,bon,False,False,False,False,False,62000
mercedes-benz,classe cla,2015,185000,diesel,9,automatique,5.0,importée neuve,oui,excellent,True,True,True,True,True,235000
volkswagen,golf 5,2007,42500,diesel,8,manuelle,5.0,importée neuve,non,trés bon,False,False,False,False,False,80000
volkswagen,touran,2008,27500,diesel,8,manuelle,5.0,dédouanée,non,non spécifié,True,True,True,True,True,125000
renault,captur,2018,42500,diesel,6,automatique,5.0,ww au maroc,oui,non spécifié,True,True,True,False,True,180000
volkswagen,golf 4,2001,375000,diesel,8,manuelle,5.0,ww au maroc,non spécifié,bon,False,False,False,False,False,60000
opel,insignia,2010,135000,diesel,8,automatique,5.0,importée neuve,non,bon,True,True,True,True,True,97000
volkswagen,golf 4,2001,325000,diesel,8,manuelle,5.0,ww au maroc,non spécifié,bon,False,False,False,False,False,60000
peugeot,partner,2006,7500,diesel,6,manuelle,5.0,dédouanée,non,excellent,True,False,True,False,False,75000
mercedes-benz,classe c,1998,42500,essence,10,automatique,5.0,ww au maroc,oui,trés bon,True,True,True,False,False,80000
bmw,m5,2015,17500,diesel,6,automatique,5.0,dédouanée,oui,non spécifié,True,True,True,True,True,220000
volkswagen,golf 4,2001,325000,diesel,8,manuelle,5.0,ww au maroc,non spécifié,bon,False,False,False,False,False,60000
peugeot,partner,2006,7500,diesel,6,manuelle,5.0,dédouanée,non spécifié,excellent,True,False,True,False,False,75000
peugeot,partner,2006,7500,diesel,6,manuelle,5.0,dédouanée,non,excellent,True,False,True,False,False,75000
volkswagen,jetta,2017,125000,diesel,8,manuelle,5.0,non spécifié,oui,excellent,True,True,True,False,True,155000
volkswagen,caddy,2014,12500,diesel,6,manuelle,5.0,dédouanée,oui,excellent,False,False,False,False,False,175000
peugeot,tepee,2010,225000,essence,6,manuelle,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,88000
volkswagen,bora,2002,225000,diesel,8,manuelle,5.0,ww au maroc,non spécifié,trés bon,True,True,True,True,True,65000
mercedes-benz,classe c,2012,225000,diesel,9,automatique,5.0,dédouanée,non,trés bon,True,True,True,True,True,220000
citroen,c4,2005,195000,diesel,6,manuelle,5.0,ww au maroc,non spécifié,bon,True,True,True,False,True,62500
renault,symbol,2012,225000,diesel,6,manuelle,5.0,ww au maroc,oui,trés bon,True,True,True,False,True,65000
renault,kangoo express,2015,27500,diesel,6,manuelle,5.0,non spécifié,non spécifié,non spécifié,False,True,True,False,True,107000
dacia,dokker,2012,225000,diesel,6,manuelle,5.0,non spécifié,non,bon,False,False,False,False,False,82000
ford,c-max,2014,92500,diesel,6,manuelle,5.0,non spécifié,non spécifié,excellent,True,True,False,False,True,140000
volkswagen,tiguan,2018,77500,diesel,8,automatique,5.0,ww au maroc,non,excellent,True,True,True,True,True,225000
dacia,dokker,2018,135000,diesel,7,manuelle,5.0,ww au maroc,non spécifié,trés bon,False,False,False,False,False,100000
mercedes-benz,220,2001,275000,diesel,9,manuelle,5.0,dédouanée,non,excellent,True,True,True,True,True,85000
renault,megane,2018,47500,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,True,True,False,True,True,168000
mercedes-benz,210,1998,22500,diesel,8,manuelle,5.0,dédouanée,oui,trés bon,False,True,True,True,True,87000
peugeot,expert,2015,225000,diesel,8,manuelle,3.0,non spécifié,non spécifié,excellent,False,False,False,False,False,100000
fiat,linea,2008,225000,diesel,5,automatique,5.0,ww au maroc,non,bon,False,True,True,False,True,60000
citroen,berlingo,2010,225000,diesel,7,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,False,True,64000
mercedes-benz,210,1996,22500,diesel,9,manuelle,5.0,dédouanée,oui,correct,True,False,True,False,False,70000
fiat,fiorino,2018,87500,diesel,5,manuelle,5.0,ww au maroc,non,excellent,True,True,True,False,False,95000
volkswagen,golf 5,2004,195000,diesel,8,manuelle,5.0,dédouanée,non,trés bon,True,True,True,True,False,90000
opel,corsa,2010,7500,essence,6,manuelle,5.0,non spécifié,non spécifié,excellent,False,False,False,False,False,72000
audi,a3,2011,155000,diesel,6,automatique,5.0,ww au maroc,non,excellent,True,True,True,True,True,130000
nissan,juke,2015,115000,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,True,True,125000
dacia,sandero,2017,52500,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,True,True,True,True,True,112000
peugeot,407 sw,2008,175000,diesel,6,manuelle,5.0,dédouanée,oui,trés bon,True,True,True,True,False,86000
renault,espace,2002,22500,diesel,8,manuelle,5.0,dédouanée,oui,bon,True,True,True,True,True,75000
peugeot,307,2006,275000,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,False,True,62000
dacia,duster,2016,92500,diesel,6,manuelle,5.0,ww au maroc,non,excellent,False,False,False,False,False,125000
peugeot,3008,2009,195000,diesel,6,manuelle,5.0,ww au maroc,non,excellent,True,True,True,True,True,90000
peugeot,508,2018,105000,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,True,True,True,False,False,165000
volkswagen,touran,2017,225000,diesel,8,manuelle,5.0,ww au maroc,oui,trés bon,True,True,True,True,True,180000
mercedes-benz,220,2000,325000,essence,8,manuelle,5.0,dédouanée,non,bon,True,True,True,True,True,74000
mercedes-benz,classe ml,2006,275000,diesel,12,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,120000
mercedes-benz,220,2000,375000,essence,8,manuelle,5.0,dédouanée,non,bon,True,True,True,True,True,74000
volkswagen,passat cc,2011,275000,diesel,8,manuelle,5.0,ww au maroc,non,excellent,True,True,True,True,True,130000
ford,focus,2007,195000,diesel,7,manuelle,5.0,ww au maroc,oui,excellent,True,True,True,False,True,77000
dacia,sandero,2017,7500,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,True,True,True,True,True,112000
ford,bedford,2013,145000,essence,6,manuelle,5.0,non spécifié,non,trés bon,False,False,False,False,False,76000
opel,mokka,2019,87500,diesel,6,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,200000
volkswagen,caddy,2010,22500,diesel,8,manuelle,5.0,dédouanée,non,trés bon,False,False,False,False,False,110000
kia,carens,2008,32500,diesel,8,manuelle,5.0,non spécifié,oui,trés bon,True,True,True,True,True,80000
dacia,sandero,2020,37500,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,True,True,True,True,True,122000
dacia,sandero,2018,62500,diesel,6,manuelle,5.0,non spécifié,oui,excellent,True,True,False,False,True,120000
peugeot,boxer,2017,155000,diesel,9,manuelle,5.0,ww au maroc,non,bon,True,False,True,False,True,160000
toyota,yaris,2017,82500,diesel,5,manuelle,5.0,ww au maroc,oui,excellent,True,True,True,True,True,108000
volkswagen,caddy,2014,225000,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,False,False,130000
dacia,duster,2018,62500,diesel,6,manuelle,5.0,ww au maroc,oui,non spécifié,True,True,False,False,False,160000
dacia,dokker,2018,52500,diesel,6,manuelle,5.0,ww au maroc,oui,non spécifié,True,True,True,True,True,110000
renault,kangoo,2008,7500,diesel,7,manuelle,5.0,ww au maroc,oui,non spécifié,False,True,True,True,False,68000
suzuki,carry,2007,2500,essence,8,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,85000
citroen,c4,2005,17500,diesel,7,manuelle,5.0,ww au maroc,non,non spécifié,True,True,True,False,True,62000
renault,clio,2013,145000,diesel,6,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,85000
kia,soul,2010,67500,essence,9,manuelle,5.0,non spécifié,oui,non spécifié,True,True,True,False,True,80000
volkswagen,golf 4,2001,32500,diesel,8,manuelle,5.0,non spécifié,non,non spécifié,False,True,True,True,True,78000
ford,focus,2013,105000,diesel,6,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,134000
peugeot,206,2006,7500,diesel,6,manuelle,5.0,ww au maroc,oui,non spécifié,True,False,True,False,False,62000
volkswagen,golf 4,2000,2500,diesel,8,manuelle,5.0,dédouanée,non,non spécifié,True,True,True,True,True,80000
renault,clio,2013,175000,diesel,6,manuelle,5.0,non spécifié,non,non spécifié,True,True,False,False,False,83000
volkswagen,golf 4,2000,2500,diesel,8,manuelle,5.0,dédouanée,non,non spécifié,True,True,True,True,True,80000
bmw,serie 3,2011,195000,diesel,11,automatique,3.0,importée neuve,non,non spécifié,False,False,False,False,False,145000
hyundai,elantra,2018,105000,diesel,6,automatique,5.0,ww au maroc,oui,non spécifié,False,False,False,False,False,165000
dacia,sandero,2019,42500,diesel,6,manuelle,5.0,ww au maroc,non,non spécifié,True,True,True,True,True,125000
ford,focus,2012,115000,diesel,6,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,122000
mercedes-benz,mb,2003,52500,diesel,12,manuelle,5.0,ww au maroc,non spécifié,non spécifié,False,False,False,False,False,60000
hyundai,tucson,2008,195000,diesel,8,manuelle,5.0,ww au maroc,non,non spécifié,False,False,False,False,False,74000
dacia,sandero,2018,67500,diesel,6,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,123000
ford,transit,2016,105000,diesel,8,manuelle,5.0,ww au maroc,oui,excellent,False,False,False,False,False,179000
renault,kangoo,2012,2500,diesel,6,manuelle,5.0,ww au maroc,oui,trés bon,True,True,False,False,True,75000
citroen,c4 picasso,2008,195000,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,True,True,True,True,True,80000
mini,one,2006,175000,diesel,5,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,95000
seat,ibiza,2012,105000,essence,8,manuelle,3.0,non spécifié,non,trés bon,True,True,True,True,False,65000
ford,kuga,2014,92500,diesel,8,manuelle,5.0,ww au maroc,oui,excellent,True,True,True,True,True,155000
volkswagen,passat,2005,165000,diesel,8,manuelle,5.0,dédouanée,non,bon,True,False,False,True,True,72500
renault,clio,2017,62500,essence,6,manuelle,5.0,ww au maroc,oui,excellent,True,True,True,True,True,110000
fiat,doblo,2016,145000,diesel,6,manuelle,5.0,ww au maroc,oui,non spécifié,False,False,False,False,False,81000
opel,astra,2008,165000,diesel,7,manuelle,5.0,importée neuve,non,excellent,True,True,True,False,True,75000
dacia,duster,2012,125000,diesel,6,manuelle,5.0,ww au maroc,non,excellent,True,True,False,False,True,105000
volkswagen,jetta,2018,125000,diesel,8,automatique,5.0,ww au maroc,non,trés bon,False,True,True,True,True,185000
volkswagen,jetta,2018,125000,diesel,8,automatique,5.0,ww au maroc,non,trés bon,False,True,True,True,True,185000
