Marque,Modéle,Année-Modele,Kilométrage,Type de carburant,Puissance fiscale,Boite de vitesses,Nombre de portes,Origine,Premiére main,état,Airbags,Climatisation,ABS,ESP,CD/MP3/Bluetooth,Prix
suzuki,grand vitara,2003,325000,diesel,8,--,5.0,non spécifié,non spécifié,bon,False,False,False,False,False,65000
volkswagen,touareg,2009,195000,diesel,12,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,85000
citroen,c3,2020,115000,diesel,6,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,127000
ford,focus,2007,27500,diesel,7,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,True,True,77000
volkswagen,touareg,2016,135000,diesel,12,automatique,5.0,ww au maroc,non,excellent,True,True,True,True,True,193000
mercedes-benz,classe e,2010,165000,diesel,12,automatique,3.0,dédouanée,non,excellent,True,True,True,True,True,150000
fiat,bravo,2008,125000,diesel,8,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,70000
hyundai,elantra,2015,165000,diesel,6,--,5.0,ww au maroc,oui,trés bon,True,True,True,True,True,125000
volkswagen,golf 5,2007,225000,diesel,8,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,88000
ford,focus,2007,325000,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,False,True,74000
peugeot,boxer,2014,2500,diesel,10,manuelle,5.0,ww au maroc,non,bon,False,False,False,False,False,130000
peugeot,807,2004,2500,diesel,8,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,85000
dacia,dokker,2014,185000,diesel,6,manuelle,5.0,ww au maroc,oui,non spécifié,False,False,False,False,False,84000
volkswagen,golf 6,2012,225000,diesel,6,manuelle,5.0,ww au maroc,non,excellent,False,True,True,True,True,115000
renault,clio,2018,32500,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,True,True,True,False,True,125000
volkswagen,touareg,2012,185000,diesel,12,automatique,5.0,importée neuve,non,excellent,False,False,False,False,False,165000
renault,scenic,2008,155000,diesel,6,manuelle,5.0,dédouanée,non,excellent,True,True,True,True,True,87000
nissan,qashqai,2015,145000,diesel,8,automatique,5.0,importée neuve,oui,excellent,True,True,True,True,True,130000
dacia,duster,2019,37500,diesel,6,automatique,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,170000
opel,astra,2013,97500,diesel,7,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,True,True,120000
renault,clio,2017,105000,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,True,True,True,True,True,108000
kia,sportage,2008,225000,diesel,8,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,67000
fiat,punto,2011,145000,essence,7,manuelle,5.0,ww au maroc,non,excellent,False,True,True,False,False,65000
hyundai,accent,2017,225000,diesel,6,manuelle,5.0,non spécifié,non spécifié,trés bon,False,False,False,False,False,96000
peugeot,208,2013,87500,diesel,7,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,92000
kia,sportage,2008,125000,diesel,6,manuelle,5.0,dédouanée,non,trés bon,True,True,True,True,True,80500
renault,kangoo,2006,27500,diesel,7,manuelle,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,65000
volkswagen,caddy,2013,125000,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,False,False,False,False,False,135000
kia,carens,2008,275000,diesel,8,manuelle,5.0,ww au maroc,non,bon,True,True,True,False,True,65000
renault,megane,2017,72500,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,False,True,149500
dacia,sandero,2016,82500,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,True,True,False,True,True,105000
volkswagen,touran,2012,195000,diesel,7,manuelle,5.0,dédouanée,oui,excellent,True,True,True,True,True,163000
land rover,range rover evoque,2013,175000,diesel,8,automatique,5.0,ww au maroc,non,excellent,True,True,True,True,True,220000
kia,carens,2008,225000,diesel,8,manuelle,5.0,ww au maroc,non,bon,True,True,True,True,True,65000
mercedes-benz,220,2005,2500,diesel,9,automatique,5.0,dédouanée,oui,excellent,True,True,True,True,True,99000
peugeot,bipper,2013,275000,diesel,6,manuelle,3.0,ww au maroc,non,trés bon,False,False,False,False,False,75000
volkswagen,jetta,2018,125000,diesel,8,--,5.0,non spécifié,non,excellent,False,True,False,False,False,165000
mercedes-benz,220,2005,2500,diesel,9,automatique,5.0,dédouanée,oui,excellent,False,False,False,False,False,99000
renault,megane coupe,2004,325000,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,True,False,True,False,True,65000
nissan,juke,2013,87500,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,False,True,135000
volkswagen,caddy,2008,425000,diesel,8,manuelle,5.0,dédouanée,oui,non spécifié,False,False,False,False,False,95000
volkswagen,caddy,2015,275000,diesel,6,manuelle,5.0,ww au maroc,oui,non spécifié,True,True,True,False,True,126000
kia,sorento,2006,225000,diesel,10,manuelle,5.0,ww au maroc,non,bon,True,True,True,False,True,65000
volkswagen,golf 4,2001,225000,diesel,8,--,5.0,non spécifié,non,trés bon,False,False,False,False,False,75000
dacia,sandero,2020,42500,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,False,True,110000
dacia,sandero,2014,155000,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,True,True,86000
dacia,duster,2018,92500,diesel,6,automatique,5.0,dédouanée,oui,excellent,True,True,False,False,True,165000
skoda,octavia,2010,275000,diesel,8,manuelle,5.0,ww au maroc,non,trés bon,False,True,True,False,False,83000
renault,fuego,2011,42500,diesel,6,manuelle,5.0,dédouanée,non spécifié,bon,False,True,True,False,False,90000
dacia,logan,2018,32500,diesel,6,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,110000
dacia,logan,2015,52500,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,True,True,True,True,True,105000
seat,leon,2016,7500,diesel,8,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,185000
chevrolet,cruze,2010,155000,diesel,8,--,5.0,ww au maroc,non,excellent,True,True,True,True,True,90000
volkswagen,touran,2015,135000,diesel,8,automatique,5.0,dédouanée,non spécifié,excellent,True,True,True,True,True,180000
peugeot,308,2016,77500,diesel,6,manuelle,5.0,ww au maroc,non,excellent,True,True,True,False,True,125000
renault,kangoo,2011,185000,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,True,True,80000
volkswagen,touran,2009,225000,diesel,8,manuelle,5.0,dédouanée,non,trés bon,True,True,True,True,True,117000
toyota,corolla,2007,165000,diesel,8,manuelle,5.0,ww au maroc,non,non spécifié,False,True,False,False,True,65000
mercedes-benz,vaneo,2004,225000,diesel,7,manuelle,5.0,dédouanée,non,bon,False,True,True,False,False,65000
volkswagen,beetle,2001,7500,essence,5,automatique,5.0,dédouanée,non,excellent,False,False,False,False,False,100000
renault,symbol,2010,185000,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,True,True,73000
dacia,sandero,2011,125000,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,True,True,False,False,False,80000
renault,megane,2010,225000,diesel,6,manuelle,5.0,ww au maroc,non,bon,True,True,True,False,True,95000
volkswagen,golf 5,2004,225000,diesel,8,manuelle,5.0,dédouanée,oui,trés bon,False,False,False,False,False,83000
renault,megane 3,2010,185000,diesel,6,--,5.0,non spécifié,non spécifié,excellent,False,False,False,False,False,92000
volkswagen,jetta,2016,82500,diesel,8,automatique,5.0,dédouanée,non spécifié,excellent,True,True,True,True,True,175000
hyundai,tucson,2010,145000,diesel,8,automatique,5.0,ww au maroc,non,excellent,False,False,False,False,False,90000
ford,focus,2006,225000,diesel,7,manuelle,5.0,ww au maroc,non,trés bon,True,True,False,False,True,78000
renault,clio,2018,77500,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,True,True,130000
ford,fiesta,2011,195000,essence,7,manuelle,5.0,ww au maroc,non,excellent,True,True,True,True,True,68000
volkswagen,golf 6,2009,175000,diesel,8,manuelle,5.0,dédouanée,non,excellent,False,False,False,False,False,130000
renault,kangoo,2009,185000,diesel,7,--,5.0,non spécifié,non,trés bon,True,False,False,False,False,75000
nissan,qashqai,2019,62500,diesel,6,manuelle,5.0,ww au maroc,oui,trés bon,False,False,False,False,False,190000
volkswagen,golf 4,2001,2500,diesel,8,manuelle,5.0,dédouanée,non,excellent,False,True,True,False,False,72000
peugeot,307,2003,325000,diesel,8,manuelle,5.0,dédouanée,non,non spécifié,True,True,True,True,True,67000
alfa romeo,giulietta,2011,135000,diesel,6,manuelle,5.0,importée neuve,oui,trés bon,False,True,True,True,False,100000
ford,c-max,2012,145000,diesel,6,manuelle,5.0,non spécifié,non,trés bon,True,True,True,True,True,113000
peugeot,208,2018,77500,diesel,6,manuelle,5.0,non spécifié,non spécifié,trés bon,False,True,True,True,True,119000
ford,focus,2007,275000,diesel,10,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,72000
volkswagen,touran,2009,22500,diesel,8,manuelle,5.0,dédouanée,non,trés bon,True,True,True,False,True,117000
toyota,yaris,2012,17500,essence,6,manuelle,5.0,ww au maroc,non,correct,True,True,True,False,True,68000
dacia,logan,2016,125000,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,True,True,True,False,True,97000
renault,grand scenic,2005,37500,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,True,True,75000
citroen,c5,2009,17500,diesel,8,manuelle,5.0,ww au maroc,oui,trés bon,True,True,False,False,True,110000
opel,astra,2011,115000,diesel,7,manuelle,5.0,ww au maroc,oui,non spécifié,True,True,False,False,False,110000
jeep,grand cherokee,2007,225000,diesel,12,automatique,5.0,ww au maroc,non,trés bon,True,True,True,True,False,75000
ford,fusion,2007,375000,diesel,6,manuelle,5.0,ww au maroc,non,excellent,True,True,True,False,False,65000
citroen,berlingo,2014,105000,diesel,7,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,False,False,105000
mercedes-benz,classe b,2007,225000,diesel,8,manuelle,5.0,dédouanée,non,trés bon,True,True,False,False,False,90000
peugeot,boxer,2013,225000,diesel,9,manuelle,5.0,non spécifié,non spécifié,bon,False,False,False,False,False,108000
renault,megane 3,2013,195000,diesel,6,manuelle,5.0,ww au maroc,non,excellent,True,True,True,True,False,95000
hyundai,santa fe,2012,2500,diesel,9,automatique,5.0,ww au maroc,non,excellent,False,True,True,True,False,160000
mercedes-benz,classe b,2007,225000,diesel,8,manuelle,5.0,dédouanée,non,trés bon,True,True,False,False,False,90000
dacia,sandero,2021,7500,essence,6,manuelle,5.0,ww au maroc,oui,excellent,True,True,True,False,True,90000
volkswagen,passat cc,2009,275000,diesel,8,automatique,5.0,ww au maroc,non,excellent,True,True,True,True,True,129000
volkswagen,golf 4,1998,425000,diesel,8,manuelle,5.0,dédouanée,non,trés bon,True,True,True,True,False,65000
mercedes-benz,classe c,2000,275000,diesel,10,manuelle,5.0,dédouanée,non spécifié,trés bon,True,True,True,False,False,65000
skoda,octavia,2012,165000,diesel,8,manuelle,5.0,ww au maroc,oui,trés bon,True,True,True,True,False,120000
mercedes-benz,classe c,2012,225000,diesel,9,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,195000
peugeot,partner,2012,145000,diesel,7,manuelle,3.0,ww au maroc,oui,trés bon,False,False,False,False,False,75000
chevrolet,cruze,2011,185000,diesel,8,manuelle,5.0,ww au maroc,non,trés bon,False,False,False,False,False,75000
dacia,dokker,2014,225000,diesel,6,manuelle,5.0,non spécifié,non spécifié,bon,False,False,False,False,False,76000
ford,focus,2016,47500,diesel,6,manuelle,5.0,ww au maroc,oui,trés bon,True,True,True,False,False,138000
peugeot,partner,2011,195000,diesel,7,manuelle,5.0,ww au maroc,oui,excellent,True,False,False,False,False,60000
volkswagen,golf 4,2003,275000,diesel,8,manuelle,5.0,ww au maroc,non,excellent,False,False,False,False,False,75000
toyota,prado,2008,225000,diesel,12,automatique,5.0,ww au maroc,oui,excellent,True,True,True,False,False,100000
dacia,dokker,2016,97500,diesel,6,manuelle,5.0,ww au maroc,non,excellent,True,True,True,True,True,100000
renault,megane,2006,72500,diesel,6,manuelle,5.0,ww au maroc,non,non spécifié,True,True,True,False,True,61000
hyundai,h-100,2020,57500,diesel,10,manuelle,5.0,non spécifié,oui,excellent,False,False,False,False,False,200000
hyundai,accent,2009,195000,diesel,6,manuelle,5.0,ww au maroc,non,bon,False,True,True,False,True,68000
peugeot,2008,2017,62500,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,True,True,127000
mercedes-benz,classe s,2009,225000,diesel,12,automatique,5.0,dédouanée,oui,trés bon,True,True,True,True,True,165000
hyundai,accent,2019,72500,diesel,6,automatique,5.0,non spécifié,oui,excellent,False,False,False,False,False,150000
hyundai,i 30,2020,12500,diesel,6,manuelle,5.0,ww au maroc,non spécifié,non spécifié,True,True,True,False,True,185000
mercedes-benz,220,2002,275000,diesel,9,automatique,5.0,dédouanée,non,trés bon,True,True,True,True,True,86000
hyundai,i 30,2020,12500,diesel,6,manuelle,5.0,non spécifié,non,bon,False,False,False,False,False,185000
mercedes-benz,220,1996,475000,diesel,9,manuelle,5.0,ww au maroc,non,excellent,False,False,False,False,False,65000
hyundai,santa fe,2014,225000,diesel,9,manuelle,5.0,ww au maroc,oui,trés bon,False,False,False,True,True,170000
hyundai,santa fe,2009,275000,diesel,9,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,False,True,90000
volkswagen,golf 5,2008,225000,diesel,8,manuelle,5.0,dédouanée,oui,excellent,True,True,True,False,True,92000
volkswagen,golf 4,2003,32500,diesel,8,manuelle,5.0,dédouanée,non spécifié,non spécifié,True,True,True,False,True,76000
volkswagen,touareg,2009,92500,diesel,10,--,5.0,non spécifié,non spécifié,trés bon,False,False,False,False,False,97000
toyota,verso,2006,27500,diesel,8,manuelle,5.0,ww au maroc,non,excellent,False,True,False,False,False,64000
volkswagen,jetta,2017,57500,diesel,5,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,190000
renault,kangoo,2018,47500,diesel,6,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,150000
peugeot,308,2016,105000,diesel,6,manuelle,5.0,ww au maroc,oui,bon,True,True,True,True,True,130000
mercedes-benz,classe c,1994,17500,diesel,10,manuelle,5.0,dédouanée,oui,trés bon,False,False,False,False,False,60000
peugeot,206,2013,155000,essence,6,manuelle,5.0,dédouanée,non spécifié,excellent,False,False,False,False,False,61000
fiat,albea,2010,225000,diesel,5,manuelle,5.0,ww au maroc,non spécifié,excellent,True,False,False,False,True,65000
citroen,c3,2013,92500,essence,6,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,True,True,76000
ford,cougar,2011,135000,diesel,8,manuelle,5.0,ww au maroc,non,excellent,False,True,False,False,False,117000
nissan,qashqai,2017,155000,diesel,7,automatique,5.0,ww au maroc,oui,excellent,True,True,True,True,True,235000
renault,kangoo,2009,175000,diesel,6,manuelle,5.0,dédouanée,non,trés bon,True,True,True,False,False,80000
dacia,logan,2009,145000,diesel,6,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,63000
renault,clio,2017,62500,diesel,6,automatique,5.0,ww au maroc,oui,excellent,True,True,True,True,True,126000
volkswagen,golf 7,2019,72500,diesel,8,manuelle,5.0,ww au maroc,oui,trés bon,True,True,True,True,True,175000
dacia,logan,2015,165000,diesel,6,manuelle,5.0,ww au maroc,non,excellent,False,False,False,False,False,82000
audi,a3,2014,155000,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,False,False,False,False,False,150000
mercedes-benz,220,2004,32500,diesel,9,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,88000
mercedes-benz,220,2001,105000,electrique,9,manuelle,5.0,dédouanée,oui,trés bon,True,True,True,True,True,83000
renault,laguna,2003,27500,diesel,7,manuelle,5.0,ww au maroc,oui,trés bon,False,False,False,False,False,72000
dacia,logan,2019,105000,essence,6,manuelle,5.0,ww au maroc,non,excellent,False,False,False,False,False,93000
peugeot,207,2007,275000,diesel,6,manuelle,5.0,ww au maroc,non,bon,True,True,True,False,True,64000
dacia,sandero,2011,22500,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,False,False,False,False,False,85000
kia,soul,2009,175000,diesel,7,manuelle,5.0,ww au maroc,non spécifié,trés bon,True,True,True,True,True,80000
toyota,hilux,2017,165000,diesel,10,manuelle,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,208000
kia,cerato,2004,27500,diesel,8,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,False,True,60000
renault,kangoo,2013,27500,diesel,6,manuelle,5.0,ww au maroc,non,non spécifié,True,True,True,False,False,76000
dacia,sandero,2012,12500,diesel,6,manuelle,5.0,importée neuve,oui,non spécifié,False,False,False,False,False,77000
volkswagen,golf 5,2013,275000,diesel,8,--,5.0,dédouanée,oui,non spécifié,False,False,False,False,False,95000
dacia,logan,2020,7500,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,True,True,True,True,True,128000
ford,focus,2007,7500,diesel,6,manuelle,5.0,ww au maroc,non,bon,False,False,False,False,False,72000
peugeot,2008,2008,7500,diesel,7,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,60000
peugeot,2008,2008,2500,diesel,7,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,60000
renault,clio,2016,47500,diesel,6,automatique,5.0,ww au maroc,oui,non spécifié,False,False,False,False,False,172000
toyota,yaris,2016,52500,diesel,5,manuelle,5.0,ww au maroc,oui,non spécifié,True,True,True,False,True,110000
