,Lien,Ville,Secteur,Marque,Modèle,Année-Modèle,Kilométrage,Type de carburant,Puissance fiscale,Boite de vitesses,Nombre de portes,Origine,Première main,État,Jantes aluminium,Airbags,Climatisation,Système de navigation/GPS,Toit ouvrant,Sièges cuir,Radar de recul,Caméra de recul,Vitres électriques,ABS,ESP,Régulateur de vitesse,Limiteur de vitesse,CD/MP3/Bluetooth,Ordinateur de bord,Verrouillage centralisé à distance,Prix
9056,https://www.avito.ma/fr/casablanca/voitures/clio_5_49164217.htm,Casablanca,,Renault,Clio,2019,10 000 - 14 999,Diesel,6,--,,,,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,120000
9057,https://www.avito.ma/fr/rabat/voitures/picanto_automatique__49164184.htm,Rabat,,Kia,Picanto,2021,5 000 - 9 999,Essence,5,Automatique,5.0,WW au Maroc,Oui,Très bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,120000
9058,https://www.avito.ma/fr/agadir/voitures/clio_4_agadir_49164163.htm,Agadir,,Renault,Clio,2017,5 000 - 9 999,Diesel,6,Manuelle,5.0,WW au Maroc,Non,Excellent,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,105000
9059,https://www.avito.ma/fr/casablanca/voitures/dacia_dokker_stepway__49164020.htm,Casablanca,,Dacia,Dokker,2015,95 000 - 99 999,Diesel,6,Automatique,5.0,WW au Maroc,Oui,Excellent,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,117000
9060,https://www.avito.ma/fr/centre_ville/voitures/Volkswagen_Jetta_TDI_49163995.htm,Tétouan,Centre ville,Volkswagen,Jetta,2011,190 000 - 199 999,Diesel,8,--,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,135000
9061,https://www.avito.ma/fr/el_kelaa_des_sraghna/voitures/Kangoo_49163945.htm,El Kelâa des Sraghna,Toute la ville,Renault,Kangoo,2011,15 000 - 19 999,Diesel,7,--,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,70000
9062,https://www.avito.ma/fr/f%C3%A8s/voitures/Hyundai_Tucson_49163892.htm,Fès,,Hyundai,Tucson,2009,15 000 - 19 999,Diesel,8,Manuelle,5.0,WW au Maroc,Non,Très bon,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,95000
9063,https://www.avito.ma/fr/agdal/voitures/volkswagen_Passat_49163878.htm,Rabat,Agdal,Volkswagen,Passat,2013,130 000 - 139 999,Diesel,8,Manuelle,5.0,WW au Maroc,,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,145000
9064,https://www.avito.ma/fr/guelmim/voitures/Dacia_logan_49163794.htm,Guelmim,,Dacia,Logan,2019,0 - 4 999,Essence,7,Manuelle,5.0,WW au Maroc,Non,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85000
9065,https://www.avito.ma/fr/autre_secteur/voitures/Clio_campus__49163776.htm,Oujda,Autre secteur,Renault,Clio,2012,140 000 - 149 999,Essence,7,Manuelle,5.0,,Non,Très bon,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,70000
9066,https://www.avito.ma/fr/sal%C3%A9/voitures/Polo_Volkswagen_49163729.htm,Salé,,Volkswagen,Polo,2008,120 000 - 129 999,Diesel,6,Manuelle,5.0,WW au Maroc,Non,Très bon,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,74000
9067,https://www.avito.ma/fr/larache/voitures/Tiguan_Volkswagen_49163724.htm,Larache,Toute la ville,Volkswagen,Tiguan,2013,190 000 - 199 999,Diesel,8,--,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,255000
9068,https://www.avito.ma/fr/el_jadida/voitures/Renault_Megane_49163712.htm,El Jadida,,Renault,Megane,2006,200 000 - 249 999,Diesel,6,Manuelle,5.0,WW au Maroc,Non,Bon,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,68000
9069,https://www.avito.ma/fr/sal%C3%A9/voitures/Polo_Volkswagen_49163704.htm,Salé,,Volkswagen,Polo,2008,110 000 - 119 999,Diesel,6,Manuelle,5.0,WW au Maroc,Non,Très bon,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,74000
9070,https://www.avito.ma/fr/route_de_tamansourt/voitures/Renault_Clio_49163700.htm,Marrakech,Route de Tamansourt,Renault,Clio,2017,200 000 - 249 999,Diesel,6,Manuelle,5.0,WW au Maroc,Oui,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,108000
9071,https://www.avito.ma/fr/ouled_oujih/voitures/Hyundai_accent_49163702.htm,Kénitra,Ouled Oujih,Hyundai,Accent,2015,130 000 - 139 999,Diesel,6,--,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,105000
9072,https://www.avito.ma/fr/casablanca/voitures/ford_kuga_49163665.htm,Casablanca,,Ford,Kuga,2011,200 000 - 249 999,Diesel,8,Manuelle,5.0,WW au Maroc,Non,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,123000
9073,https://www.avito.ma/fr/al_wifaq/voitures/Renault_latitude_49548132.htm,Agadir,Al Wifaq,Renault,Latitude,2013,130 000 - 139 999,Diesel,8,Automatique,5.0,WW au Maroc,Oui,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,125000
9074,https://www.avito.ma/fr/el_khair_1/voitures/Peugeot_Tepee_49548081.htm,Tanger,El Khair 1,Peugeot,Tepee,2014,15 000 - 19 999,Diesel,6,Manuelle,5.0,,Non,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,98000
9075,https://www.avito.ma/fr/ain_chock/voitures/Peugeot_308_Premi%C3%A8re_main__49548016.htm,Casablanca,Aïn Chock,Peugeot,308,2016,85 000 - 89 999,Diesel,6,--,,,Oui,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,156000
9076,https://www.avito.ma/fr/tanger/voitures/polo_6__49547887.htm,Tanger,,Volkswagen,Polo,2016,80 000 - 84 999,Diesel,6,Manuelle,5.0,WW au Maroc,Non,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,114000
9077,https://www.avito.ma/fr/oujda/voitures/fiat_Doblo__49547809.htm,Oujda,,Fiat,Doblo,2019,80 000 - 84 999,Diesel,5,Automatique,5.0,WW au Maroc,Oui,,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,115000
9078,https://www.avito.ma/fr/route_de_casablanca/voitures/Mercedes_A180__46684230.htm,Marrakech,Route de Casablanca,Mercedes-Benz,Classe A,2011,120 000 - 129 999,Diesel,8,--,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,110000
9079,https://www.avito.ma/fr/berrechid/voitures/Nissan_qashqai_49547552.htm,Berrechid,Toute la ville,Nissan,Qashqai,2010,180 000 - 189 999,Diesel,8,Manuelle,5.0,WW au Maroc,Non,Très bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,98000
9080,https://www.avito.ma/fr/autre_secteur/voitures/Dacia_Dokker_loureat_VAN_climat_18_48003133.htm,Casablanca,Autre secteur,Dacia,Dokker Van,2018,0 - 4 999,Diesel,6,Manuelle,5.0,WW au Maroc,Oui,Excellent,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,89000
9081,https://www.avito.ma/fr/av_abdelkrim_el_khattabi/voitures/Fiat_500_%C3%A0_vendre_49547509.htm,Marrakech,Av Abdelkrim El Khattabi,Fiat,500,2019,35 000 - 39 999,Essence,7,Automatique,3.0,WW au Maroc,Oui,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,110000
9082,https://www.avito.ma/fr/hay_mohammadi/voitures/Clio_4_limited_edition_49547481.htm,Agadir,Hay Mohammadi,Renault,Clio,2021,25 000 - 29 999,Diesel,6,--,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,160000
9083,https://www.avito.ma/fr/californie/voitures/kia_sorento_diesel_45698234.htm,Casablanca,Californie,Kia,Sorento,2009,190 000 - 199 999,Diesel,10,Manuelle,5.0,WW au Maroc,Oui,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,69500
9084,https://www.avito.ma/fr/hay_mohammadi/voitures/Peugeot_206_plus_a_vendre_49547428.htm,Casablanca,Hay Mohammadi,Peugeot,206+,2012,180 000 - 189 999,Essence,6,--,3.0,WW au Maroc,Non,Bon,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,61000
9085,https://www.avito.ma/fr/casablanca/voitures/Jeep_grand_cherokee_49484295.htm,Casablanca,,Jeep,Grand Cherokee,2016,120 000 - 129 999,Diesel,12,Automatique,5.0,WW au Maroc,,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,220000
9086,https://www.avito.ma/fr/anfa/voitures/Audi_q7_neuf_49547075.htm,Casablanca,Anfa,Audi,Q7,2016,45 000 - 49 999,Diesel,11,--,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,450000
9087,https://www.avito.ma/fr/fquih_ben_saleh/voitures/golf_4_49547052.htm,Fquih Ben Saleh,,Volkswagen,GOLF 4,2004,200 000 - 249 999,Diesel,8,Manuelle,5.0,,,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,95000
9088,https://www.avito.ma/fr/tanger/voitures/Berlingo_49547042.htm,Tanger,,Citroen,Berlingo,2018,0 - 4 999,Diesel,6,--,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,95000
9089,https://www.avito.ma/fr/najd/voitures/CRETA_Tte_options_4_4_49546991.htm,El Jadida,Najd,Hyundai,CRETA,2019,30 000 - 34 999,Diesel,7,Manuelle,5.0,WW au Maroc,Oui,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,230000
9090,https://www.avito.ma/fr/casablanca/voitures/titanium__49546871.htm,Casablanca,,Ford,Fiesta,2017,80 000 - 84 999,Diesel,6,Manuelle,5.0,WW au Maroc,Non,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,118000
9091,https://www.avito.ma/fr/hay_karima/voitures/Renault_talisman_explore_1_6__49546782.htm,Salé,Hay Karima,Renault,Talisman,2018,150 000 - 159 999,Diesel,6,Automatique,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,238000
9092,https://www.avito.ma/fr/florida/voitures/Santa_Fe_Automatique_7_places__48841420.htm,Casablanca,Florida,Hyundai,Santa Fe,2014,110 000 - 119 999,Diesel,9,Automatique,5.0,WW au Maroc,Non,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,190000
9093,https://www.avito.ma/fr/ain_sebaa/voitures/Toyota_auris_diesel_49546473.htm,Casablanca,Aïn Sebaâ,Toyota,Auris,2016,120 000 - 129 999,Diesel,5,Manuelle,5.0,WW au Maroc,Oui,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,116000
9094,https://www.avito.ma/fr/mechouar_fes_jdid/voitures/JEEP_GRAND_CHEROKEE_OVER_LAND_49546426.htm,Méchouar Fès Jdid,Toute la ville,Jeep,Grand Cherokee,2016,130 000 - 139 999,Diesel,12,Automatique,5.0,WW au Maroc,Oui,Très bon,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,225000
9095,https://www.avito.ma/fr/ain_chock/voitures/Mercedes__C220_48746823.htm,Casablanca,Aïn Chock,Mercedes-Benz,220,2011,200 000 - 249 999,Diesel,8,Automatique,5.0,Dédouanée,Non,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,194000
9096,https://www.avito.ma/fr/lissasfa/voitures/PASSAT_B8_CONFORTLINE_2_0_TDI_150_BVA_49245304.htm,Casablanca,Lissasfa,Volkswagen,Passat,2018,140 000 - 149 999,Diesel,8,Automatique,5.0,WW au Maroc,Oui,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,215000
9097,https://www.avito.ma/fr/khouribga/voitures/Fait_Punto_diesel_tt_options_49546173.htm,Khouribga,Toute la ville,Fiat,Punto,2009,120 000 - 129 999,Diesel,5,Manuelle,5.0,WW au Maroc,Non,Très bon,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,65000
9098,https://www.avito.ma/fr/al_qods/voitures/Hyundai_i30___49546174.htm,Casablanca,Al Qods,Hyundai,i 30,2010,90 000 - 94 999,Diesel,6,--,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,83000
9099,https://www.avito.ma/fr/mekn%C3%A8s/voitures/Peugeot_Partner_49546175.htm,Meknès,,Peugeot,Partner,2010,5 000 - 9 999,Diesel,7,Manuelle,5.0,Dédouanée,Non,Très bon,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,74000
9100,https://www.avito.ma/fr/nador/voitures/Toyota_49546172.htm,Nador,,Toyota,Land Cruiser,2001,400 000 - 449 999,Diesel,12,Manuelle,5.0,WW au Maroc,Non,Correct,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,60000
9101,https://www.avito.ma/fr/ain_sebaa/voitures/Mini_Cooper_ONE_diesel_49546153.htm,Casablanca,Aïn Sebaâ,mini,one,2018,70 000 - 74 999,Diesel,6,Manuelle,5.0,WW au Maroc,Oui,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,195000
9102,https://www.avito.ma/fr/mekn%C3%A8s/voitures/golf_4_49545959.htm,Meknès,,Volkswagen,GOLF 4,1999,250 000 - 299 999,Diesel,8,Manuelle,5.0,Dédouanée,Non,Très bon,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,65000
9103,https://www.avito.ma/fr/autre_secteur/voitures/Citroen_berlingo__49545898.htm,Meknès,Autre secteur,Citroen,Berlingo,2009,170 000 - 179 999,Diesel,6,Manuelle,5.0,,,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,87000
9104,https://www.avito.ma/fr/souk_sebt_ouled_nemma/voitures/Caddy_49545897.htm,Souk Sebt Ouled Nemma,,Volkswagen,Caddy,2008,85 000 - 89 999,Diesel,8,Manuelle,5.0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,95000
9105,https://www.avito.ma/fr/centre_ville/voitures/Hyundai_santafi_49545873.htm,Tanger,Centre ville,Hyundai,Santa Fe,2014,160 000 - 169 999,Diesel,7,Automatique,5.0,WW au Maroc,Oui,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,185000
9106,https://www.avito.ma/fr/centre_ville/voitures/Ford_kuga__49545872.htm,Tanger,Centre ville,Ford,Kuga,2013,180 000 - 189 999,Diesel,7,Automatique,5.0,WW au Maroc,Oui,Excellent,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,165000
9107,https://www.avito.ma/fr/rabat/voitures/Seat_Leon_copa_49545865.htm,Rabat,,Seat,Leon,2012,190 000 - 199 999,Diesel,8,Manuelle,5.0,WW au Maroc,,Très bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,97000
9108,https://www.avito.ma/fr/f%C3%A8s/voitures/caddy_Volkswagen_49639448.htm,Fès,,Volkswagen,Caddy,2012,10 000 - 14 999,Diesel,6,Manuelle,3.0,Importée neuve,Non,Très bon,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,120000
9109,https://www.avito.ma/fr/route_de_safi/voitures/Mini_Cooper__49639394.htm,Marrakech,Route de Safi,mini,cooper,2008,95 000 - 99 999,Essence,9,Manuelle,,,,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,75000
9110,https://www.avito.ma/fr/casablanca/voitures/Renault_49639393.htm,Casablanca,,Renault,Kangoo,2007,40 000 - 44 999,Diesel,6,Manuelle,5.0,WW au Maroc,Oui,Très bon,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,61000
9111,https://www.avito.ma/fr/autre_secteur/voitures/Golf_7__49639327.htm,Skhirat,Autre secteur,Volkswagen,GOLF 7,2016,150 000 - 159 999,Diesel,6,Manuelle,5.0,WW au Maroc,Non,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,160000
9112,https://www.avito.ma/fr/t%C3%A9touan/voitures/prado_vx__49639318.htm,Tétouan,,Toyota,Prado,2005,250 000 - 299 999,Diesel,12,Manuelle,5.0,WW au Maroc,Oui,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,100000
9113,https://www.avito.ma/fr/t%C3%A9touan/voitures/prado_vx_2005_49639286.htm,Tétouan,,Toyota,Prado,2005,250 000 - 299 999,Diesel,12,Manuelle,5.0,WW au Maroc,Oui,Bon,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,100000
9114,https://www.avito.ma/fr/agadir/voitures/Seat_altea_49639277.htm,Agadir,,Seat,ALTEA XL,2017,170 000 - 179 999,Diesel,7,Manuelle,5.0,WW au Maroc,Non,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,120000
9115,https://www.avito.ma/fr/casablanca/voitures/bmw_pack_m_49639221.htm,Casablanca,,BMW,Serie 1,2019,90 000 - 94 999,Diesel,10,Automatique,5.0,WW au Maroc,Oui,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,310000
9116,https://www.avito.ma/fr/ouazzane/voitures/%D8%AF%D8%A7%D8%B5%D9%8A%D8%A7_%D9%84%D9%88%D8%AC%D8%A7%D9%86__49639208.htm,Ouazzane,,Dacia,Logan,2017,130 000 - 139 999,Diesel,6,Manuelle,5.0,WW au Maroc,Non,Très bon,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,92000
9117,https://www.avito.ma/fr/rabat/voitures/Renault_Laguna_49639206.htm,Rabat,,Renault,Laguna,2002,5 000 - 9 999,Diesel,7,Manuelle,5.0,Dédouanée,Oui,Bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,65000
9118,https://www.avito.ma/fr/had_soualem/voitures/rav_4_49639149.htm,Had Soualem,,Toyota,RAV 4,2008,200 000 - 249 999,Diesel,9,Manuelle,5.0,,,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,90000
9119,https://www.avito.ma/fr/marrakech/voitures/Jetta_Volkswagen_49639152.htm,Marrakech,,Volkswagen,Jetta,2011,180 000 - 189 999,Diesel,8,Automatique,5.0,Dédouanée,,Excellent,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,118000
9120,https://www.avito.ma/fr/rabat/voitures/Megane_intense_49639132.htm,Rabat,,Renault,Megane 4,2021,15 000 - 19 999,Diesel,6,Automatique,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,220000
9121,https://www.avito.ma/fr/sala_el_jadida/voitures/dacia_Logan_49639089.htm,Salé,Sala el Jadida,Dacia,Logan,2015,200 000 - 249 999,Diesel,6,Manuelle,,,,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85000
9122,https://www.avito.ma/fr/autre_secteur/voitures/Jeep_grand_cherokee_49639084.htm,Benslimane,Autre secteur,Jeep,Grand Cherokee,2015,180 000 - 189 999,Diesel,12,Automatique,5.0,WW au Maroc,Oui,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,170000
9123,https://www.avito.ma/fr/casablanca/voitures/Citro%C3%ABn_C3__49639078.htm,Casablanca,,Citroen,C3,2011,170 000 - 179 999,Diesel,6,Manuelle,5.0,WW au Maroc,Non,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,78000
9124,https://www.avito.ma/fr/marrakech/voitures/Peugeot_206_plus_49639033.htm,Marrakech,,Peugeot,206+,2013,160 000 - 169 999,Diesel,6,Manuelle,5.0,WW au Maroc,Non,Bon,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,62000
9125,https://www.avito.ma/fr/tanger/voitures/Peugeot_tepee_49639023.htm,Tanger,,Peugeot,Tepee,2016,100 000 - 109 999,Diesel,6,Manuelle,5.0,Dédouanée,Oui,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,145000
9126,https://www.avito.ma/fr/temara/voitures/GOLF_6_49638968.htm,Temara,,Volkswagen,GOLF 6,2010,20 000 - 24 999,Diesel,6,Manuelle,5.0,Importée neuve,Non,Très bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,150000
9127,https://www.avito.ma/fr/massira/voitures/Prado_mliha_47222539.htm,Rabat,Massira,Toyota,Prado,2008,190 000 - 199 999,Diesel,12,Manuelle,3.0,WW au Maroc,Non,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,75000
9128,https://www.avito.ma/fr/autre_secteur/voitures/Renault_Clio_49638949.htm,Rabat,Autre secteur,Renault,Clio,2017,0 - 4 999,Diesel,6,Automatique,5.0,WW au Maroc,Oui,Très bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,122000
9129,https://www.avito.ma/fr/k%C3%A9nitra/voitures/Touareg_mli7a__49638941.htm,Kénitra,,Volkswagen,Touareg,2004,250 000 - 299 999,Diesel,10,Manuelle,5.0,Dédouanée,Non,Très bon,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,88000
9130,https://www.avito.ma/fr/tanger/voitures/Hyundai_Accent_49638924.htm,Tanger,,Hyundai,Accent,2013,90 000 - 94 999,Diesel,6,Automatique,5.0,WW au Maroc,Non,Excellent,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,118000
9131,https://www.avito.ma/fr/casablanca/voitures/Renault_Kangoo_49638903.htm,Casablanca,,Renault,Kangoo,2004,40 000 - 44 999,Diesel,7,Manuelle,5.0,WW au Maroc,,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,60000
9132,https://www.avito.ma/fr/hay_annahda/voitures/%D9%81%D9%88%D8%B1%D8%AF_%D9%81%D9%8A%D9%8A%D8%B3%D8%AA%D8%A7__49638901.htm,Marrakech,Hay Annahda,Ford,Fiesta,2008,180 000 - 189 999,Essence,7,Manuelle,5.0,WW au Maroc,Non,Très bon,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,60000
9133,https://www.avito.ma/fr/sidi_kacem/voitures/Peugeot_2008_49638884.htm,Sidi Kacem,,Peugeot,2008,2019,15 000 - 19 999,Diesel,6,Manuelle,5.0,WW au Maroc,Non,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,170000
9134,https://www.avito.ma/fr/agdal/voitures/Toyota_RAV4__49638813.htm,Fès,Agdal,Toyota,RAV 4,2017,100 000 - 109 999,Diesel,9,Automatique,3.0,,,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,205000
9135,https://www.avito.ma/fr/ain_sebaa/voitures/Jepp_grand_cherokee_49638781.htm,Casablanca,Aïn Sebaâ,Jeep,Grand Cherokee,2016,90 000 - 94 999,Diesel,8,--,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,192000
9136,https://www.avito.ma/fr/k%C3%A9nitra/voitures/Duster_Dacia_49638776.htm,Kénitra,,Dacia,Duster,2016,200 000 - 249 999,Diesel,6,Manuelle,5.0,WW au Maroc,Non,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,122000
9137,https://www.avito.ma/fr/rabat/voitures/Dacia_Dokker_49638773.htm,Rabat,,Dacia,Dokker,2015,170 000 - 179 999,Diesel,6,--,3.0,WW au Maroc,Non,Très bon,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,78000
9138,https://www.avito.ma/fr/t%C3%A9touan/voitures/Volkswagen_Tiguan__49326143.htm,Tétouan,,Volkswagen,Tiguan,2017,110 000 - 119 999,Diesel,8,Automatique,5.0,Importée neuve,,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,350000
9139,https://www.avito.ma/fr/rabat/voitures/Seat_Ibiza_49638731.htm,Rabat,,Seat,Ibiza,2016,130 000 - 139 999,Diesel,6,Manuelle,5.0,WW au Maroc,Oui,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,108000
9140,https://www.avito.ma/fr/anfa/voitures/Clio_4__49638730.htm,Casablanca,Anfa,Renault,Clio,2016,5 000 - 9 999,Diesel,6,Manuelle,5.0,WW au Maroc,Oui,Excellent,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,115000
9141,https://www.avito.ma/fr/temara/voitures/BMW_318D_49638704.htm,Temara,,BMW,Serie 3,2007,250 000 - 299 999,Diesel,8,Manuelle,5.0,WW au Maroc,Non,Très bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,85000
9142,https://www.avito.ma/fr/oulfa/voitures/hyundai_tucson_49638699.htm,Casablanca,Oulfa,Hyundai,Tucson,2018,120 000 - 129 999,Diesel,7,Automatique,5.0,WW au Maroc,Oui,Très bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,250000
9143,https://www.avito.ma/fr/safi/voitures/Audi_A4__49456942.htm,Safi,,Audi,A4,2008,190 000 - 199 999,Diesel,8,Automatique,5.0,WW au Maroc,Non,Très bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,140000
9144,https://www.avito.ma/fr/agadir/voitures/Mercedes_classe_C_break_49456860.htm,Agadir,,Mercedes-Benz,Classe C,2012,120 000 - 129 999,Diesel,9,Manuelle,5.0,Dédouanée,Non,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,165000
9145,https://www.avito.ma/fr/rabat/voitures/toyota__49456632.htm,Rabat,,Toyota,RAV 4,2015,140 000 - 149 999,Diesel,8,--,,WW au Maroc,,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,160000
9146,https://www.avito.ma/fr/k%C3%A9nitra/voitures/opel_Corsa__48348282.htm,Kénitra,,Opel,Corsa,2009,100 000 - 109 999,Essence,7,Manuelle,5.0,WW au Maroc,Non,Très bon,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,66000
9147,https://www.avito.ma/fr/ain_sebaa/voitures/Fiat_500__49456506.htm,Casablanca,Aïn Sebaâ,Fiat,500,2017,25 000 - 29 999,Essence,7,--,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,105000
9148,https://www.avito.ma/fr/marrakech/voitures/Dacia_Docker_van_49456325.htm,Marrakech,,Dacia,Dokker,2019,30 000 - 34 999,Diesel,6,Manuelle,5.0,WW au Maroc,Oui,Excellent,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,130000
9149,https://www.avito.ma/fr/casablanca/voitures/kia_carens_49456269.htm,Casablanca,,Kia,Carens,2009,110 000 - 119 999,Diesel,8,Manuelle,5.0,WW au Maroc,,Très bon,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,73000
9150,https://www.avito.ma/fr/californie/voitures/Renault_talisman_49456253.htm,Tanger,Californie,Renault,Talisman,2019,140 000 - 149 999,Diesel,6,Automatique,,,Non,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,269000
9151,https://www.avito.ma/fr/wifak/voitures/Mercedes_Benz_Classe_B180_49456239.htm,Temara,Wifak,Mercedes-Benz,Classe B,2007,110 000 - 119 999,Diesel,8,Manuelle,5.0,WW au Maroc,Non,Très bon,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,98000
9152,https://www.avito.ma/fr/sehb_el_ward/voitures/Dacia_Dokker_49456204.htm,Fès,Sehb El Ward,Dacia,Dokker,2015,0 - 4 999,Diesel,6,Manuelle,5.0,WW au Maroc,Non,Très bon,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,115000
